Serial_Number,List_Year,Date_Recorded,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Non_Use_Code,Assessor_Remarks,OPM_remarks,Location,Latitude,Longitude,exact_loc
210427,2021,1/24/2022,New Haven,100 WHEELER ST,3230745,11147240,0.289799988,Industrial,,,,,-72.89765298 41.297546002,41.297546,-72.89765298,"100, Wheeler Street, 06513, Wheeler Street, New Haven, CT, United States"
21168,2021,1/24/2022,Southbury,1022 B HERITAGE VILLAGE,99440,182000,0.546299994,Residential,Condo,,,,-73.237770998 41.49138602,41.49138602,-73.237771,"New Wheeler Road, 06488, Southbury, United States"
210614,2021,1/24/2022,Sprague,16 PAUTIPAUG HILL RD,124640,270000,0.461600006,Residential,Single Family,,,,-72.09788296 41.618873007,41.61887301,-72.09788296,"16, Pautipaug Hill Road, 06330, Pautipaug Hill Road, Sprague, CT, United States"
2100824,2021,1/24/2022,Stamford,91 STRAWBERRY HILL AVE #837,104680,196000,0.533999979,Residential,Condo,,,,-73.532295988 41.063903007,41.06390301,-73.53229599,"91, Strawberry Hill Avenue, 06902, Strawberry Hill Avenue, Stamford, CT, United States"
21224,2021,1/24/2022,Newtown,2 BROOKWOOD DRIVE,249690,460000,0.542800009,Residential,Single Family,,,,-73.349820028 41.369810999,41.369811,-73.34982003,"2, Brookwood Drive, 06470, Brookwood Drive, Newtown, CT, United States"
210030,2021,1/24/2022,Washington,67 RIVER RD,234230,485000,0.482899994,Residential,Single Family,24 - Plottage,OWNS 69 RIVER RD AS WELL,,-73.322477002 41.631938006,41.63193801,-73.322477,"67, River Road, 06794, River Road, Washington, CT, United States"
210304,2021,1/24/2022,Norwich,91 PROSPECT ST,107900,195000,0.553300023,Residential,Two Family,,,,-72.058309983 41.532027019,41.53202702,-72.05830998,"91, Prospect Street, 06360, Prospect Street, Norwich, CT, United States"
2100239,2021,1/24/2022,New Milford,2 WEDGEWOOD DR,265580,479900,0.553406954,Residential,Single Family,,SALES RATIO,,-73.381267001 41.572469995,41.57247,-73.381267,"2, Wedgewood Drive, 06776, Wedgewood Drive, New Milford, CT, United States"
210588,2021,1/24/2022,Norwalk,15 BAXTER DR,237950,450000,0.528699994,Residential,Single Family,,2-90-63-0,,-73.412507024 41.085918998,41.085919,-73.41250702,"15, Baxter Drive, 06854, Baxter Drive, Norwalk, CT, United States"
210165,2021,1/24/2022,Stonington,8 CASTLE MEADOW DR,129800,239000,0.542999983,Residential,Condo,,,,-71.852221029 41.374297999,41.374298,-71.85222103,"8, Castle Meadow Drive, 06379, Castle Meadow Drive, Pawcatuck, CT, United States"
2100066,2021,1/24/2022,Prospect,139 SUMMIT RD,92140,92500,0.996108115,Residential,Single Family,14 - Foreclosure,SOLD OUT OF FORECLOSURE,,-72.962527989 41.521127988,41.52112799,-72.96252799,"139, Summit Road, 06712, Summit Road, Prospect, CT, United States"
210195,2021,1/24/2022,New London,57 ASHCRAFT RD,132860,190000,0.699199975,Residential,Four Family,25 - Other,TRUSTEES DEED,,-72.111608997 41.358007016,41.35800702,-72.111609,"57, Ashcraft Road, 06320, Ashcraft Road, New London, CT, United States"
210194,2021,1/24/2022,Newington,39 CORTLAND WAY,136180,240000,0.567399979,Residential,Condo,,,,-72.715097979 41.658854015,41.65885402,-72.71509798,"39, Cortland Way, 06111, Cortland Way, Newington, CT, United States"
210195,2021,1/24/2022,Newington,93 RIVER CAMP DR,121700,205000,0.593599975,Residential,Condo,,,,-72.737720987 41.710377993,41.71037799,-72.73772099,"92, River Camp Drive, 06111, River Camp Drive, Newington, CT, United States"
21037,2021,1/24/2022,Salisbury,44 DUGWAY ROAD,1344140,1815000,0.740499973,Residential,Single Family,,,,-73.37601599 41.936668005,41.93666801,-73.37601599,"44, Dugway Road, 06039, Dugway Road, Salisbury, CT, United States"
210794,2021,1/24/2022,Waterbury,68 IRVINGTON AVE,86260,245000,0.351999998,Residential,Single Family,,,,-73.069003976 41.573831007,41.57383101,-73.06900398,"68, Irvington Avenue, 06708, Irvington Avenue, Waterbury, CT, United States"
2100818,2021,1/24/2022,Stamford,60 STRAWBERRY HILL AVE #617,81490,140000,0.582000017,Residential,Condo,,,,-73.53338597 41.062373017,41.06237302,-73.53338597,"48, Strawberry Hill Avenue, 06902, Strawberry Hill Avenue, Stamford, CT, United States"
21056,2021,1/31/2022,Lebanon,130 CARD ST,143970,87500,1.645300031,Residential,Single Family,08 - Part Interest,,,-72.234781986 41.699588011,41.69958801,-72.23478199,"130, Card Street, 06249, Card Street, Lebanon, CT, United States"
210496,2021,1/31/2022,Bristol,83 FOUNDERS DRIVE,58170,150000,0.387800008,Vacant Land,,,,,-72.933066412 41.67852746,41.67852746,-72.93306641,"95, Founders Drive, 06010, Founders Drive, Bristol, CT, United States"
21152,2021,1/31/2022,Bethel,37 PAYNE ROAD,228828,500000,0.457655996,Residential,Single Family,,,,-73.401453976 41.401518984,41.40151898,-73.40145398,"23, Partridge Drive, 06801, Partridge Drive, Bethel, CT, United States"
210570,2021,1/31/2022,Danbury,68 MAIN ST,311100,365000,0.852299988,Commercial,,,I15307,,-73.447992985 41.389617017,41.38961702,-73.44799299,"68, Main Street, 06810, Main Street, Danbury, CT, United States"
210140,2021,1/31/2022,Killingly,1089 DAVIS AVE,97090,210000,0.462300003,Residential,Single Family,,,,-71.882712968 41.821859987,41.82185999,-71.88271297,"1089, Davis Avenue, 06239, Davis Avenue, Killingly, CT, United States"
21042,2021,1/31/2022,Durham,19 SIDE HILL RD,180810,200000,0.903999984,Residential,Single Family,26 - Rehabilitation Deferred,,,-72.723924961 41.444752003,41.444752,-72.72392496,"19, Side Hill Drive, 06422, Side Hill Drive, Durham, CT, United States"
21038,2021,1/31/2022,Deep River,6 WESTBROOK RD,218610,106250,2.057499886,Vacant Land,,06 - Portion of Property,,,-72.489289005 41.361251986,41.36125199,-72.48928901,"6, Westbrook Road, 06417, Westbrook Road, Deep River, CT, United States"
210129,2021,1/31/2022,Berlin,11 CYPRESS CIRCLE,155300,270500,0.574100018,Residential,Condo,,,,-72.761115969 41.584869009,41.58486901,-72.76111597,"11, Cypress Circle, 06037, Cypress Circle, Berlin, CT, United States"
210479,2021,1/31/2022,New Britain,280 CHAPMAN ST,74830,185000,0.404399991,Residential,Single Family,,,,-72.76116802 41.670647018,41.67064702,-72.76116802,"280, Chapman Street, 06051, Chapman Street, New Britain, CT, United States"
21078,2021,1/31/2022,East Haddam,15 CONN RIVER RD,108750,250000,0.435000002,Residential,Single Family,,,,-72.423786983 41.425321153,41.42532115,-72.42378698,"12, River Road, 06423, River Road, East Haddam, CT, United States"
210018,2021,1/31/2022,Lyme,108 ELY FERRY RD,356105,337500,1.055099964,Residential,Single Family,08 - Part Interest,FULL SALE VALUE $675000 (FAMILY SALE),,-72.418141969 41.420250441,41.42025044,-72.41814197,"107, Ferry Road, 06371, Ferry Road, Lyme, CT, United States"
210569,2021,1/31/2022,Danbury,17 WHALEY ST,146900,210000,0.699500024,Residential,Single Family,,G14214,,-73.467833034 41.395579987,41.39557999,-73.46783303,"17, Whaley Street, 06810, Whaley Street, Danbury, CT, United States"
21148,2021,1/31/2022,Monroe,110 MILL BROOK TER,257700,442500,0.582300007,Residential,Single Family,,,,-73.207882975 41.34089599,41.34089599,-73.20788298,"110, Mill Brook Terrace, 06468, Mill Brook Terrace, Monroe, CT, United States"
21000177,2021,1/31/2022,Cheshire,60 WINDING TRAIL LANE,357870,739900,0.483599991,Residential,Single Family,,,,-72.924611025 41.480925992,41.48092599,-72.92461103,"60, Winding Trail Lane, 06410, Winding Trail Lane, Cheshire, CT, United States"
2100242,2021,1/31/2022,Naugatuck,13 RIDGE RD #8,56970,130000,0.438199997,Residential,Condo,,,,-73.063772997 41.508678012,41.50867801,-73.063773,"Ridge Road, 06770, Naugatuck, United States"
21000180,2021,1/31/2022,Cheshire,827 ROARING BROOK RD,285490,570500,0.500400007,Residential,Single Family,,,,-72.933705977 41.481981986,41.48198199,-72.93370598,"827, Roaring Brook Road, 06410, Roaring Brook Road, Cheshire, CT, United States"
210015,2021,1/31/2022,Lyme,54 COVE RD,405100,337500,1.200296283,Residential,Single Family,08 - Part Interest,FULL SALE VALUE $675000 (FAMILY SALE),,-72.355281986 41.378793005,41.37879301,-72.35528199,"54, Cove Road, 06371, Cove Road, Lyme, CT, United States"
210109,2021,1/24/2022,Suffield,41 STRATTON FARMS RD,332080,650000,0.510800004,Residential,Single Family,,,,-72.75261697 42.005626006,42.00562601,-72.75261697,"745, Copperhill Road, 06093, Copperhill Road, Suffield, CT, United States"
210100,2021,1/24/2022,Rocky Hill,19 RIVERVIEW ROAD,145390,340000,0.427599996,Residential,Single Family,,,,-72.634818038 41.668128004,41.668128,-72.63481804,"19, Riverview Road, 06067, Riverview Road, Rocky Hill, CT, United States"
210570,2021,1/24/2022,Southington,220 WELCH RD,201060,360000,0.558499992,Residential,Single Family,,,,-72.90820303 41.634008,41.634008,-72.90820303,"220, Welch Street, 06489, Welch Street, Southington, CT, United States"
210210,2021,1/24/2022,South Windsor,55 SKYLINE DR,175200,365000,0.479999989,Residential,Single Family,,,,-72.560637692 41.854819684,41.85481968,-72.56063769,"55, Skyline Drive, 06074, Skyline Drive, South Windsor, CT, United States"
210798,2021,1/24/2022,Waterbury,511 LAKEWOOD RD,281180,318500,0.882799983,Commercial,,,,,-73.012558982 41.575443014,41.57544301,-73.01255898,"511, Lakewood Road, 06704, Lakewood Road, Waterbury, CT, United States"
210089,2021,1/24/2022,Tolland,170 WILLIE CIRCLE,117800,255000,0.461899996,Residential,Single Family,,,,-72.405962996 41.891472992,41.89147299,-72.405963,"170, Willie Circle, 06084, Willie Circle, Tolland, CT, United States"
210593,2021,1/24/2022,Norwalk,42 BAXTER DR,258273,320000,0.807099998,Residential,Single Family,,2-90-71-0,,-73.412582964 41.085338006,41.08533801,-73.41258296,"42, Baxter Drive, 06854, Baxter Drive, Norwalk, CT, United States"
210190,2021,1/24/2022,New London,16 GARDNER AVE,120540,245000,0.492000014,Residential,Single Family,,,,-72.09154185 41.325651525,41.32565153,-72.09154185,"17, Gardner Avenue, 06320, Gardner Avenue, New London, CT, United States"
2100819,2021,1/24/2022,Stamford,237 STRAWBERRY HILL AVE #41,244900,480000,0.510200024,Residential,Condo,,,,-73.53246899 41.068506013,41.06850601,-73.53246899,"237, Strawberry Hill Avenue, 06902, Strawberry Hill Avenue, Stamford, CT, United States"
210032,2021,1/24/2022,Sterling,89 SNAKE MEADOW HILL RD,236960,400000,0.592400014,Residential,Two Family,,TWO FAMILY BUILT 1974 ON 2.6 ACRES,,-71.841840042 41.732696989,41.73269699,-71.84184004,"93, Snake Meadow Hill Road, 06377, Snake Meadow Hill Road, Plainfield, CT, United States"
210161,2021,1/24/2022,Simsbury,67 BLUE RIDGE DRIVE,253300,430000,0.588999987,Residential,Single Family,,,,-72.842275003 41.821547007,41.82154701,-72.842275,"67, Blue Ridge Drive, 06070, Blue Ridge Drive, Simsbury, CT, United States"
21132,2021,1/24/2022,Plainfield,3 CENTER ST,90570,225000,0.402500004,Residential,Two Family,,,,-71.916359017 41.679255986,41.67925599,-71.91635902,"3, Center Street, 06374, Center Street, Plainfield, CT, United States"
210087,2021,1/24/2022,Tolland,31 CIDER MILL RD,188100,376500,0.499601603,Residential,Single Family,07 - Change in Property,COMPLETE REHAB,,-72.367184038 41.866624002,41.866624,-72.36718404,"31, Cider Mill Road, 06084, Cider Mill Road, Tolland, CT, United States"
210306,2021,1/24/2022,Norwich,119 MCKINLEY AVE,91300,175000,0.521700025,Residential,Single Family,,,,-72.076408021 41.533846018,41.53384602,-72.07640802,"119, McKinley Avenue, 06360, McKinley Avenue, Norwich, CT, United States"
210270,2021,1/24/2022,Wallingford,7 PLYMOUTH CT,156200,301500,0.518000007,Residential,Single Family,,,,-72.833129006 41.471610009,41.47161001,-72.83312901,"7, Plymouth Court, 06492, Plymouth Court, Wallingford, CT, United States"
210800,2021,1/24/2022,Waterbury,59 MOHAWK ST,120850,318877,0.378986269,Residential,Three Family,25 - Other,BULK SALE,,-73.02175502 41.535486985,41.53548699,-73.02175502,"59, Mohawk Street, 06706, Mohawk Street, Waterbury, CT, United States"
210189,2021,1/24/2022,New London,12 SHARAF ST,245000,455000,0.538461566,Apartments,,,,,-72.102806993 41.332245991,41.33224599,-72.10280699,"12, Sharaf Street, 06320, Sharaf Street, New London, CT, United States"
210157,2021,1/31/2022,Ledyard,39-26 ASH DR,63000,139900,0.450300008,Residential,Condo,,,,-72.040578989 41.430924,41.430924,-72.04057899,"39, Ash Drive, 06335, Ash Drive, Ledyard, CT, United States"
210139,2021,1/31/2022,Cromwell,10 WOODLAND DRIVE,60690,120000,0.505699992,Residential,Condo,,,,-72.676675 41.613984011,41.61398401,-72.676675,"10, Woodland Drive, 06416, Woodland Drive, Cromwell, CT, United States"
210116,2021,1/31/2022,East Hampton,14 MALLARD,115080,235000,0.489702135,Residential,Condo,25 - Other,MULTIPLE PARCELS,,-72.503161976 41.584949015,41.58494902,-72.50316198,"Mallard Cove, 06424, East Hampton, United States"
2100129,2021,1/31/2022,Madison,21 SQUIRES RD,204800,350000,0.585099995,Residential,Single Family,,,,-72.64924497 41.348228981,41.34822898,-72.64924497,"21, Squires Road, 06443, Squires Road, Madison, CT, United States"
21077,2021,1/31/2022,East Haddam,93 EH COLCHESTER TPKE,114670,285000,0.4023,Residential,Single Family,,,,-72.402256551 41.512322578,41.51232258,-72.40225655,"327, Eh Colchester Turnpike, 06469, Eh Colchester Turnpike, East Haddam, CT, United States"
210365,2021,1/31/2022,Fairfield,2093 POST ROAD,1305920,2798400,0.466600001,Commercial,,,,,-73.268713967 41.140240981,41.14024098,-73.26871397,"2093, Post Road, 06824, Post Road, Fairfield, CT, United States"
210106,2021,1/31/2022,Mansfield,1A WHITE OAK CONDOS,39300,74000,0.531000018,Residential,Condo,,NOT ON MLS,,-72.250352203 41.771677769,41.77167777,-72.2503522,"796, Mansfield City Road, 06268, Mansfield City Road, Storrs, CT, United States"
210103,2021,1/31/2022,New Fairfield,55 ROCKY HILL RD,157700,399000,0.395200014,Residential,Single Family,07 - Change in Property,ASSESSMENT CHANGE DUE TO CONSTRUCTION,,-73.489491033 41.504858002,41.504858,-73.48949103,"55, Rocky Hill Road, 06812, Rocky Hill Road, New Fairfield, CT, United States"
210562,2021,1/31/2022,Danbury,68 VIRGINIA AV 8,140700,290000,0.485100001,Residential,Condo,,I11141-8,,-73.447567017 41.407786008,41.40778601,-73.44756702,"68, Virginia Avenue, 06810, Virginia Avenue, Danbury, CT, United States"
210573,2021,1/31/2022,Danbury,95 PARK AV 5,160900,300000,0.536300004,Residential,Condo,,H16034-5,,-73.464338031 41.384611009,41.38461101,-73.46433803,"97, Park Avenue, 06810, Park Avenue, Danbury, CT, United States"
210103,2021,1/31/2022,Derby,2 HAROLD AVE,134400,275000,0.488700002,Residential,Single Family,,,,-73.053212973 41.316531012,41.31653101,-73.05321297,"2, Harold Avenue, 06418, Harold Avenue, Derby, CT, United States"
21184,2021,1/31/2022,Guilford,23 EDGEHILL RD,149230,275000,0.542599976,Residential,Single Family,,,,-72.737983005 41.341130012,41.34113001,-72.73798301,"21, Edgehill Road, 06437, Edgehill Road, Guilford, CT, United States"
210720,2021,1/31/2022,Middletown,142 LINCOLN ST,136260,212000,0.642700016,Residential,Three Family,08 - Part Interest,,,-72.657396036 41.56182699,41.56182699,-72.65739604,"142, Lincoln Street, 06457, Lincoln Street, Middletown, CT, United States"
210068,2021,1/31/2022,Brooklyn,50 BAILEY ST,81200,240000,0.33829999,Residential,Single Family,,,,-71.895635012 41.796677984,41.79667798,-71.89563501,"50, Bailey Street, 06234, Bailey Street, Brooklyn, CT, United States"
210222,2021,1/31/2022,Glastonbury,111 HALE RD,208100,350000,0.594500005,Residential,Single Family,,,,-72.569007023 41.698065019,41.69806502,-72.56900702,"111, Hale Road, 06033, Hale Road, Glastonbury, CT, United States"
21123,2021,1/31/2022,Darien,2636 BOSTON POST RD,422520,850000,0.497000009,Residential,Single Family,,,,-73.503922641 41.059774729,41.05977473,-73.50392264,"2630, Boston Post Road, 06820, Boston Post Road, Darien, CT, United States"
21124,2021,1/31/2022,Darien,7 MCLAREN ROAD SOUTH,839930,2250000,0.373299986,Residential,Single Family,,,,-73.474204034 41.083964003,41.083964,-73.47420403,"7, Mclaren Road South, 06820, Mclaren Road South, Darien, CT, United States"
21022,2021,1/31/2022,Barkhamsted,11 HARNESS DR,222760,490000,0.454600006,Residential,Single Family,,"1999 Colonial, 2464 SFLA, 3.62 AC",,-73.02001502 41.933593984,41.93359398,-73.02001502,"11, Harness Drive, 06063, Harness Drive, Barkhamsted, CT, United States"
210495,2021,1/31/2022,Bristol,"1469 FARMINGTON AVE., UNIT 37",94850,195000,0.486400008,Residential,Condo,,,,-72.895926979 41.70202002,41.70202002,-72.89592698,"1469, Farmington Avenue, 06010, Farmington Avenue, Bristol, CT, United States"
21149,2021,1/31/2022,Monroe,562 PEPPER ST,136800,234600,0.583120227,Residential,Single Family,,,,-73.256301961 41.348451018,41.34845102,-73.25630196,"562, Pepper Street, 06468, Pepper Street, Monroe, CT, United States"
210154,2021,1/31/2022,Ledyard,6 BITTERSWEET DR,259210,410000,0.632200003,Residential,Single Family,,,,-72.056216016 41.46500201,41.46500201,-72.05621602,"6, Bittersweet Drive, 06335, Bittersweet Drive, Ledyard, CT, United States"
2100241,2021,1/31/2022,Naugatuck,142 MARGARET CIR,155220,365000,0.425199986,Residential,Single Family,,,,-73.012304005 41.465550983,41.46555098,-73.01230401,"142, Margaret Circle, 06770, Margaret Circle, Naugatuck, CT, United States"
21306,2021,1/31/2022,Bethel,27 GREAT HILL DRIVE,265179,520642,0.509299994,Residential,Condo,07 - Change in Property,,,-73.412932993 41.386987991,41.38698799,-73.41293299,"Lockwood Circle, 06801, Bethel, Connecticut, United States"
2100243,2021,1/31/2022,Naugatuck,103 GREENWOOD ST,106020,297970,0.355807632,Residential,Single Family,07 - Change in Property,,PER MLS INCLUDES UPDATED KITCHEN AND FINISHED BASEMENT AREA,-73.047943019 41.504445989,41.50444599,-73.04794302,"103, Greenwood Street, 06770, Greenwood Street, Naugatuck, CT, United States"
210130,2021,1/31/2022,Berlin,816 FOUR ROD RD UNIT 1C,111300,176000,0.632300019,Industrial,,,,,-72.766149972 41.609318015,41.60931802,-72.76614997,"822, Four Rod Road, 06037, Four Rod Road, Berlin, CT, United States"
210097,2021,1/31/2022,East Windsor,16 NORTH MAIN ST,70160,195000,0.359699994,Residential,Single Family,,,,-72.617554 41.933859983,41.93385998,-72.617554,"16, North Main Street, 06088, North Main Street, East Windsor, CT, United States"
210571,2021,1/31/2022,Danbury,95 PARK AV 7,98000,218000,0.449499995,Residential,Condo,,H16034-7,,-73.464338031 41.384611009,41.38461101,-73.46433803,"97, Park Avenue, 06810, Park Avenue, Danbury, CT, United States"
