Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
210155,2021,1/12/2022,Stonington,203 N ANGUILLA RD,"384,200.00","700,000.00",0.5488,Residential,Single Family,,,,POINT (-71.869729986 41.396635981)
210315,2021,1/12/2022,Torrington,405 HILLSIDE AVE,"100,150.00","193,000.00",0.5189,Residential,Single Family,,,,POINT (-73.109285977 41.798644002)
210742,2021,1/12/2022,Waterbury,226 JUNIPER RIDGE DR,"116,850.00","295,000.00",0.396101695,Residential,Single Family,25 - Other,ESTATE LIQUIDATION,,POINT (-73.073691974 41.569008982)
2100056,2021,1/12/2022,Prospect,31 PEACH ORCHARD RD,"106,920.00","329,900.00",0.324098212,Residential,Single Family,07 - Change in Property,RATIO TOO LOW,TOTAL RENOVATION PER MLS,POINT (-73.015040026 41.518830006)
213349,2021,1/12/2022,North Haven,31 COACH DR,"201,100.00","216,403.00",0.9292,Residential,Single Family,14 - Foreclosure,,,POINT (-72.834866994 41.398493997)
2100760,2021,1/12/2022,Stamford,1132 HOPE STREET,"307,920.00","530,000.00",0.5809,Residential,Single Family,,,,POINT (-73.520245996 41.097040987)
2100766,2021,1/12/2022,Stamford,54 WEST NORTH STREET # 218,"8,842,550.00","170,000.00",52.015,Commercial,,08 - Part Interest,RIVER HAVEN INC CO-OPERATIVE,,POINT (-73.548737007 41.058462021)
21519,2021,1/12/2022,Orange,157 WILD ROSE DR,"373,400.00","589,900.00",0.6329,Residential,Single Family,18 - In Lieu Of Foreclosure,,,POINT (-73.025892998 41.286576018)
210024,2021,1/12/2022,Sterling,205 VALLEY VIEW RD,"123,610.00","293,500.00",0.4211,Residential,Single Family,,RAISED RANCH ON 1.56 ACRES,,POINT (-71.834793962 41.757632984)
210543,2021,1/12/2022,Norwalk,47 CEAR ST UNIT 18,"126,110.00","215,000.00",0.5865,Residential,Condo,,2-8-3-18,,POINT (-73.424366998 41.104872996)
210398,2021,1/12/2022,New Haven,92 WEST PROSPECT ST,"129,990.00","270,000.00",0.4814,Residential,Single Family,,,,POINT (-72.972184025 41.329746005)
2100058,2021,1/12/2022,Prospect,49 SUMMIT RD,"15,590.00","2,905.00",5.3666,Vacant Land,,30 - Auction,,,POINT (-72.975267066 41.51314316)
210396,2021,1/12/2022,New Haven,535 VALLEY ST,"114,450.00","125,000.00",0.9156,Residential,Single Family,,,,POINT (-72.972396004 41.337319012)
210156,2021,1/12/2022,Stonington,544 N STONINGTON RD,"312,100.00","525,000.00",0.59447619,Residential,Two Family,07 - Change in Property,SFR + GUEST HOUSE - SOME UNPERMITTED WORK,,POINT (-71.933265986 41.420150991)
210251,2021,1/12/2022,Wallingford,235 SOUTH COLONY ST,"103,800.00","175,000.00",0.5931,Commercial,,,,,POINT (-72.826693967 41.452588998)
21150,2021,1/12/2022,Ridgefield,75 SILVER SPRING LA,"422,790.00","775,000.00",0.5455,Residential,Single Family,07 - Change in Property,,,POINT (-73.49764696 41.241688999)
2100370,2021,1/12/2022,Stratford,44 WHITE STREET,"147,980.00","369,900.00",0.4,Residential,Single Family,,,,POINT (-73.124678001 41.190622002)
210253,2021,1/12/2022,Wallingford,175 SOUTH COLONY ST,"154,000.00","330,000.00",0.4666,Residential,Two Family,,,,POINT (-72.826002041 41.453786982)
2100756,2021,1/12/2022,Stamford,300 BROAD STREET UNIT 806,"187,590.00","290,000.00",0.6468,Residential,Condo,,,,POINT (-73.53121204 41.055573994)
210154,2021,1/12/2022,Stonington,45 MASONS ISLAND RD,"229,900.00","470,000.00",0.4891,Residential,Single Family,,,,POINT (-71.956316974 41.344217989)
210401,2021,1/12/2022,New Haven,59 FILLMORE ST,"124,845.00","139,500.00",0.8949,Residential,Two Family,,,,POINT (-72.898316995 41.310465993)
210741,2021,1/12/2022,Waterbury,150 STONEFIELD DR #1,"59,780.00","145,000.00",0.4122,Residential,Condo,,,,POINT (-72.986586985 41.539033997)
2100761,2021,1/12/2022,Stamford,0 BEDFORD STREET GAR #G-2-5,"15,540.00","435,000.00",0.0357,Residential,Condo,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.537849779 41.057770687)
210312,2021,1/12/2022,Torrington,32 NORTHSIDE DR,"97,040.00","167,000.00",0.581077844,Residential,Single Family,25 - Other,PART OF IRC TAX DEFERRED EXCHANGE,,POINT (-73.114368009 41.824027003)
210545,2021,1/12/2022,Norwalk,126 WASHINGTON ST UNIT R104,"170,990.00","365,500.00",0.4678,Residential,Condo,,2-43-26-R104,,POINT (-73.416847006 41.098686019)
21129,2021,1/12/2022,Stafford,8 GEORGE ST,"122,290.00","245,000.00",0.4991,Residential,Single Family,,,,POINT (-72.29980032 41.95000226)
210735,2021,1/12/2022,Waterbury,584 HIGHLAND AVE,"106,820.00","330,000.00",0.3236,Residential,Three Family,,,,POINT (-73.054649966 41.541779992)
210395,2021,1/12/2022,New Haven,276 GREENWICH AVE,"130,620.00","297,500.00",0.439,Residential,Three Family,,,,POINT (-72.932784973 41.28662698)
2100054,2021,1/12/2022,Prospect,38 INDUSTRIAL RD,"1,378,640.00","882,500.00",1.5621983,Industrial,,08 - Part Interest,,,POINT (-72.998754994 41.512171003)
2100763,2021,1/12/2022,Stamford,6 HOLLY COVE CIRCLE,"785,590.00","1,150,000.00",0.6831,Residential,Single Family,,,,POINT (-73.504775014 41.056192997)
210276,2021,1/12/2022,Norwich,145 CANTERBURY TPKE,"137,500.00","300,000.00",0.4583,Residential,Single Family,,,,POINT (-72.077095002 41.562129996)
210199,2021,1/12/2022,South Windsor,15 CINNAMON SPRINGS,"72,500.00","136,000.00",0.533,Residential,Condo,,,,POINT (-72.573445492 41.807981777)
21212,2021,1/12/2022,Newtown,11 APPLEBLOSSOM LANE,"240,470.00","500,000.00",0.4809,Residential,Single Family,,,,POINT (-73.292909001 41.388907992)
210739,2021,1/12/2022,Waterbury,35 WAVERLY ST,"90,630.00","249,500.00",0.3632,Residential,Single Family,,,,POINT (-73.047383024 41.579094004)
210100,2021,1/12/2022,Suffield,1001 SHELDON ST,"451,950.00","1,100,000.00",0.4108,Residential,Single Family,28 - Use Assessment,PA490,,POINT (-72.689519009 41.976217009)
210157,2021,1/12/2022,Stonington,4 MAIN ST OM,"247,700.00","497,500.00",0.4978,Residential,Single Family,,,,POINT (-71.957978016 41.38865599)
210392,2021,1/12/2022,New Haven,119 OLIVE ST,"433,790.00","775,000.00",0.5597,Residential,Four Family,,,,POINT (-72.919332019 41.30621201)
210026,2021,1/12/2022,Pomfret,236 TYOTT RD,"115,100.00","233,000.00",0.4939,Residential,Single Family,07 - Change in Property,H0066000,,POINT (-71.996130261 41.912648202)
210180,2021,1/12/2022,Westport,19 HIAWATHA LANE,"286,200.00","405,000.00",0.7066,Residential,Single Family,,,,POINT (-73.378445987 41.119152993)
210284,2021,1/12/2022,West Haven,61 WEST WALK,"107,450.00","223,000.00",0.4818,Residential,Condo,,,,POINT (-72.946389975 41.257900019)
210221,2021,1/12/2022,Windsor,260 POQUONOCK AVE,"147,980.00","340,000.00",0.4352,Residential,Single Family,,,,POINT (-72.65179902 41.859804989)
2100187,2021,1/12/2022,Wethersfield,63 ROBBINS DR,"148,830.00","240,000.00",0.6201,Residential,Single Family,,,,POINT (-72.673842 41.71348001)
210181,2021,1/12/2022,Westport,40 BRIDGE STREET,"327,700.00","1,799,000.00",0.182156754,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION INCOMPLETE 10/1/2021,,POINT (-73.362288025 41.122024004)
2100209,2021,1/11/2022,Naugatuck,39 HARLOW ST,"128,590.00","260,000.00",0.4945,Residential,Single Family,,,,POINT (-73.082276971 41.495921007)
210117,2021,1/11/2022,Cromwell,57 MIDWAY DRIVE,"132,510.00","155,000.00",0.8549,Residential,Condo,25 - Other,NEEDS CONSIDERABLE WORK,,POINT (-72.688789029 41.606954989)
210362,2021,1/11/2022,Hamden,85 BROOKSVALE AVE,"133,770.00","263,100.00",0.5084,Residential,Single Family,,,,POINT (-72.913696027 41.443417981)
210492,2021,1/11/2022,Danbury,34 BOULEVARD DR,"195,900.00","395,000.00",0.4959,Residential,Single Family,,D16033,,POINT (-73.502238986 41.381109008)
21139,2021,1/11/2022,Bethel,84 HOYTS HILL,"190,820.00","390,000.00",0.489282051,Residential,Single Family,,,,POINT (-73.398242031 41.371418983)
210409,2021,1/11/2022,New Britain,145-2A BASSETT ST,"63,350.00","92,000.00",0.688586957,Residential,Condo,,,,POINT (-72.78013897 41.661128794)
210682,2021,1/11/2022,Middletown,1705 COUNTRY CLUB RD,"257,530.00","450,000.00",0.5722,Residential,Single Family,,,,POINT (-72.747304017 41.562958002)
21176,2021,1/11/2022,Farmington,72 WELLINGTON DR,"79,470.00","137,000.00",0.58,Residential,Condo,,,,POINT (-72.840626718 41.711503499)
21029,2021,1/11/2022,Canterbury,623 SO CANTERBURY RD,"103,400.00","115,000.00",0.8991,Residential,Single Family,08 - Part Interest,INCLUDES PARCEL 34/3 ALSO,,POINT (-71.990580015 41.642303989)
210196,2021,1/11/2022,Branford,138 VILLAGE LA,"105,200.00","200,000.00",0.526,Residential,Condo,,,,POINT (-72.816585979 41.298201006)
210728,2021,1/11/2022,Bridgeport,2080 MADISON AVE,"143,286.00","310,000.00",0.4622,Residential,Single Family,,,,POINT (-73.21982199 41.204805021)
210104,2021,1/11/2022,Clinton,202 COW HILL RD,"184,800.00","365,000.00",0.5063,Residential,Single Family,,,,POINT (-72.55063498 41.314765993)
210414,2021,1/11/2022,Bristol,57 HARDWICK RD,"117,180.00","190,900.00",0.61382923,Residential,Single Family,,,GOOD SALE PER MLS,POINT (-72.906194978 41.684592996)
210194,2021,1/11/2022,Branford,157 AUSTIN RYER LA,"107,100.00","190,000.00",0.5636,Residential,Condo,,,,POINT (-72.817556017 41.297629988)
210491,2021,1/11/2022,Danbury,43 FLEETWOOD DR,"162,700.00","380,000.00",0.4281,Residential,Single Family,,K14219,,POINT (-73.424522985 41.395810992)
210322,2021,1/11/2022,Fairfield,118 TUNXIS HILL CUTOFF,"321,510.00","565,000.00",0.569,Residential,Two Family,,,,POINT (-73.234766001 41.178032007)
210413,2021,1/11/2022,New Britain,42 FOXON PL,"103,810.00","255,000.00",0.407,Residential,Single Family,,,,POINT (-72.764703004 41.687116996)
21074,2021,1/11/2022,Burlington,11 HINMAN MEADOW RD,"297,360.00","612,500.00",0.4854,Residential,Single Family,,,,POINT (-72.972540005 41.760934993)
21146,2021,1/11/2022,Guilford,42 MOUNTAIN TR,"150,020.00","349,000.00",0.4298,Residential,Single Family,,,,POINT (-72.728276007 41.337100999)
210134,2021,1/11/2022,Ledyard,581 SHEWVILLE RD,"181,720.00","320,000.00",0.5678,Residential,Single Family,,,,POINT (-71.960988963 41.433947981)
21138,2021,1/11/2022,Bethel,11 GREAT HILL DRIVE,"316,118.00","578,550.00",0.5463,Residential,Condo,07 - Change in Property,,,POINT (-73.413954998 41.387151019)
210412,2021,1/11/2022,New Britain,15-13 PROSPECT ST,"20,440.00","51,000.00",0.4007,Residential,Condo,,,,POINT (-72.784050029 41.664930015)
210116,2021,1/11/2022,Cromwell,2 WATCH HILL CIRCLE,"118,930.00","214,900.00",0.5534,Residential,Condo,,,,POINT (-72.671513005 41.61187898)
210410,2021,1/11/2022,New Britain,60 BARNES ST,"109,410.00","234,900.00",0.4657,Residential,Single Family,,,,POINT (-72.814741038 41.664112989)
21000008,2021,1/11/2022,Colebrook,7 BUNNELL STREET EXT,"190,400.00","312,000.00",0.6102,Residential,Single Family,,,,POINT (-73.113515989 41.985809008)
210135,2021,1/11/2022,Ledyard,116 SPICER HILL RD,"170,800.00","309,900.00",0.551145531,Residential,Single Family,,,,POINT (-72.004133971 41.448427006)
210416,2021,1/11/2022,Bristol,26 MOHICAN LN,"135,170.00","237,000.00",0.5703,Residential,Single Family,,,,POINT (-72.966962016 41.659789016)
210319,2021,1/11/2022,Fairfield,470 VILLA AVE & 85 NORSTRAND A,"354,260.00","579,900.00",0.6108,Residential,Two Family,25 - Other,SALE INCLUDES ADDITIONAL LOT,,POINT (-73.224547959 41.178926984)
210013,2021,1/11/2022,Bridgewater,BEACH HILL RD EAST,"166,400.00","140,000.00",1.1885,Vacant Land,,28 - Use Assessment,,,POINT (-73.34647754 41.498215378)
210359,2021,1/11/2022,Hamden,3409 WHITNEY AVE U30A,"133,420.00","200,000.00",0.6671,Residential,Condo,,,,POINT (-72.902923018 41.418868979)
2121105,2021,1/11/2022,Ansonia,27 GROVE ST,"89,300.00","308,500.00",0.289465154,Residential,Single Family,07 - Change in Property,COMPLETE INT/EXT REMODEL & UPDATE,,POINT (-73.085009974 41.342035006)
21000071,2021,1/11/2022,Granby,27 LAWRENCE RD,"117,460.00","205,000.00",0.5729,Residential,Single Family,01 - Family,FAMILY TRANSFER,,POINT (-72.78526 41.95258)
21126,2021,1/11/2022,Monroe,250 BARN HILL RD,"244,400.00","460,500.00",0.5307,Residential,Single Family,,,,POINT (-73.184620008 41.345580007)
210043,2021,1/11/2022,Easton,68 NORTH PARK AVENUE,"709,940.00","1,175,000.00",0.6042,Residential,Single Family,,,,POINT (-73.271918033 41.259006011)
210358,2021,1/11/2022,Hamden,75 WILMOT RD,"116,900.00","166,500.00",0.7021,Residential,Single Family,,,,POINT (-72.948084964 41.349745016)
210094,2021,1/11/2022,Mansfield,17 CEDAR SWAMP RD,"144,200.00","300,000.00",0.4806,Residential,Single Family,,,,POINT (-72.278765017 41.824075995)
210082,2021,1/11/2022,East Windsor,74-76 SOUTH WATER ST,"104,500.00","118,000.00",0.8855,Residential,Two Family,25 - Other,CONDITION,,POINT (-72.621094013 41.928555999)
210323,2021,1/11/2022,Fairfield,160 FAIRFIELD WOODS  UNIT 6,"158,060.00","320,000.00",0.4939375,Residential,Single Family,,,,POINT (-73.23855898 41.198756011)
210729,2021,1/11/2022,Bridgeport,111 PRISCILLA CIR #113,"135,480.00","285,000.00",0.4753,Residential,Two Family,,,,POINT (-73.172042041 41.212007003)
21073,2021,1/11/2022,Burlington,19 LARKSPUR LN,"269,990.00","520,000.00",0.5192,Residential,Single Family,,,,POINT (-72.961985009 41.716847984)
210488,2021,1/11/2022,Danbury,19 NANCY DR,"169,400.00","285,000.00",0.5943,Residential,Single Family,,J10117,,POINT (-73.440548011 41.417123993)
210413,2021,1/11/2022,Bristol,101 VANCE RD,"81,200.00","151,000.00",0.5377,Residential,Single Family,,,,POINT (-72.924030997 41.692614016)
210681,2021,1/11/2022,Middletown,73 MILLBROOK RD,"180,520.00","300,000.00",0.6017,Residential,Single Family,,,,POINT (-72.63470899 41.53706601)
210325,2021,1/11/2022,Fairfield,107 BENNETT STREET,"252,070.00","550,000.00",0.458309091,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.240280958 41.202691985)
210410,2021,1/11/2022,Bristol,351 FARMINGTON AVE,"90,290.00","190,000.00",0.4752,Residential,Single Family,,,,POINT (-72.932124982 41.688299012)
210414,2021,1/11/2022,New Britain,43 LURTON ST,"92,050.00","230,000.00",0.4002,Residential,Single Family,,,,POINT (-72.794636038 41.70015798)
210320,2021,1/11/2022,Fairfield,25 QUAKER LANE,"292,670.00","540,000.00",0.5419,Residential,Single Family,25 - Other,UPDATES & UPGRADES,,POINT (-73.245547979 41.159609003)
210731,2021,1/11/2022,Bridgeport,889 CENTRAL AVE #891,"172,615.00","289,000.00",0.5972,Residential,Three Family,,,,POINT (-73.166080999 41.179356012)
210115,2021,1/11/2022,Cromwell,3 CATHERINE STREET,"134,470.00","167,000.00",0.8052,Residential,Single Family,01 - Family,,,POINT (-72.655947978 41.599964021)
210110,2021,1/11/2022,Berlin,99 CLOCK SHOP DR,"242,500.00","445,000.00",0.5449,Residential,Single Family,,,,POINT (-72.731940994 41.611318985)
2100116,2021,1/11/2022,Madison,97 STONE RD,"1,442,300.00","2,200,000.00",0.6555,Residential,Single Family,,,,POINT (-72.642916968 41.267342987)
210411,2021,1/11/2022,New Britain,15-3 PROSPECT ST,"26,040.00","48,000.00",0.5425,Residential,Condo,,,,POINT (-72.784050029 41.664930015)
21127,2021,1/11/2022,Monroe,10 DEEPWOOD CIR,"169,700.00","355,000.00",0.478,Residential,Condo,,,,POINT (-73.253736009 41.336189006)
210098,2021,1/11/2022,East Hampton,7 OAKUM DOCK RD,"97,390.00","80,000.00",1.217375,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-72.559327014 41.561408984)
210411,2021,1/11/2022,Bristol,88 VANTANA DR,"157,290.00","295,000.00",0.5331,Residential,Single Family,,,,POINT (-72.914544024 41.686413)
210360,2021,1/11/2022,Hamden,3 ALLENE DR,"156,800.00","310,000.00",0.5058,Residential,Single Family,,,,POINT (-72.894946967 41.34955898)
210026,2021,1/11/2022,Goshen,LOT 3  BEACH ST,940,"142,500.00",0.006596491,Vacant Land,,28 - Use Assessment,PA490 FARMLAND,,POINT (-73.251575371 41.827325586)
21148,2021,1/11/2022,Guilford,454 WILLOW RD,"337,440.00","670,000.00",0.5036,Residential,Single Family,,,,POINT (-72.669405962 41.333993995)
210489,2021,1/11/2022,Danbury,19 REGEN RD,"211,000.00","291,000.00",0.725,Residential,Single Family,,K09076,,POINT (-73.430385037 41.421902013)
210324,2021,1/11/2022,Fairfield,212 BROOKBEND ROAD,"516,740.00","930,000.00",0.5556,Residential,Single Family,,,,POINT (-73.263383998 41.153519005)
21000159,2021,1/11/2022,Cheshire,60 FLAGLER AVE,"160,310.00","259,900.00",0.6168,Residential,Single Family,,,,POINT (-72.895827989 41.513756021)
210085,2021,1/11/2022,Litchfield,63 OLD SOUTH RD,"366,240.00","1,150,000.00",0.318469565,Residential,Single Family,07 - Change in Property,,"PER MLS RENOVATED KITCHEN AND BATHS, CENTAL A/C, 4 FULL + 3 HALF BATHS",POINT (-73.187142039 41.737730993)
21072,2021,1/11/2022,Burlington,27 SAVARESE LN,"160,090.00","272,000.00",0.5885,Residential,Single Family,,,,POINT (-72.965986027 41.765903994)
210412,2021,1/11/2022,Bristol,311 FARMINGTON AVE,"86,530.00","188,000.00",0.4602,Residential,Single Family,,,,POINT (-72.93348503 41.687883982)
210730,2021,1/11/2022,Bridgeport,64 HICKORY ST,"186,380.00","407,000.00",0.4579,Residential,Single Family,,,,POINT (-73.182622014 41.20483398)
21071,2021,1/11/2022,Burlington,114 NELSON DR,"100,910.00","125,000.00",0.8072,Vacant Land,,11 - Court Order,COURT STIPULATION FOR LAND VALUE; ABUTTER SALE,,POINT (-72.9091058 41.757169955)
2100210,2021,1/11/2022,Naugatuck,47 GLAPIN ST,"152,090.00","267,350.00",0.5688,Residential,Three Family,,,,POINT (-73.065300013 41.490486013)
2100211,2021,1/11/2022,Naugatuck,266 + 0 HILLSIDE AVE,"151,620.00","215,000.00",0.705209302,Residential,Two Family,01 - Family,2 FAMILY AND A VACANT LOT ON ONE DEED FAMILY SALE ASSESSMENT COMBINED,,POINT (-73.057140603 41.497367647)
210408,2021,1/11/2022,New Britain,266 PIERREMOUNT AVE,"50,820.00","84,000.00",0.605,Residential,Condo,,,,POINT (-72.793595005 41.686179019)
21033,2021,1/11/2022,Durham,188 MAIN ST,"199,080.00","440,000.00",0.4524,Residential,Single Family,,,,POINT (-72.68122302 41.476070984)
210321,2021,1/11/2022,Fairfield,98 FAIR OAK DRVE,"454,020.00","1,075,000.00",0.422344186,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.301522999 41.17126802)
210197,2021,1/11/2022,Branford,1 LAKEVIEW DR,"160,000.00","231,900.00",0.6899,Residential,Condo,,,,POINT (-72.858385021 41.276572007)
210066,2021,1/11/2022,Canton,53 VILLAGE LANE,"210,900.00","334,000.00",0.6314,Residential,Condo,,,,POINT (-72.93367203 41.831938011)
210361,2021,1/11/2022,Hamden,76 RUSSO DR,"167,580.00","340,000.00",0.4928,Residential,Single Family,,,,POINT (-72.939918979 41.42429601)
2121103,2021,1/11/2022,Ansonia,26 LAWTON TERR,"88,200.00","232,000.00",0.380172414,Residential,Single Family,,COMPLETE INT/EXT RENOVATIONS & UPDATE,GOOD SALE PER MLS,POINT (-73.088330968 41.347610984)
210490,2021,1/11/2022,Danbury,26 HARWOOD DR,"244,600.00","562,000.00",0.4352,Residential,Single Family,,F19067,,POINT (-73.486118993 41.363803982)
2100018,2021,1/11/2022,Hampton,760 BROOK RD,"175,410.00","499,900.00",0.3508,Residential,Single Family,28 - Use Assessment,,,POINT (-72.088704022 41.752470989)
210124,2021,1/11/2022,Avon,90 OLD FARMS ROAD,"241,280.00","320,000.00",0.754,Residential,Single Family,,,,POINT (-72.832613016 41.803716017)
210195,2021,1/11/2022,Branford,3 FIR TREE DR,"278,100.00","652,000.00",0.4265,Residential,Single Family,,,,POINT (-72.760525966 41.283836016)
21175,2021,1/11/2022,Farmington,1019 FARMINGTON AV,"195,060.00","420,000.00",0.4644,Commercial,,,RETAIL,,POINT (-72.836761974 41.734004985)
210415,2021,1/11/2022,Bristol,80 LINCOLN AVE,"96,950.00","180,000.00",0.5386,Residential,Single Family,,,,POINT (-72.896080032 41.670317986)
21000156,2021,1/11/2022,Cheshire,157 HARRISON RD,"204,440.00","415,000.00",0.4926,Residential,Single Family,,,,POINT (-72.912313013 41.462766012)
21000158,2021,1/11/2022,Cheshire,926 MOSS FARMS RD,"192,990.00","479,900.00",0.4021,Residential,Single Family,,,,POINT (-72.91999201 41.53243899)
21147,2021,1/11/2022,Guilford,379 WHITFIELD ST BS0338,"20,830.00","26,000.00",0.8011,Residential,Condo,,DOCKOMINIUM/BOAT SLIP,,POINT (-72.677426736 41.277981372)
210136,2021,1/11/2022,Ledyard,2K LAKESIDE DR,"72,590.00","136,000.00",0.5337,Residential,Condo,,,,POINT (-71.97270502 41.441382017)
210248,2021,1/11/2022,Wallingford,44 HARRISON AVE,"139,500.00","225,000.00",0.62,Residential,Single Family,26 - Rehabilitation Deferred,,,POINT (-72.802371025 41.446900997)
2100366,2021,1/11/2022,Stratford,784 HONEYSPOT ROAD,"127,960.00","280,000.00",0.457,Residential,Three Family,,,,POINT (-73.147905009 41.174939001)
210082,2021,1/11/2022,Putnam,48 HARRISON ST,"110,000.00","142,000.00",0.7746,Residential,Three Family,25 - Other,NO LISTING MTG 100%,,POINT (-71.911182018 41.926410986)
